Game,StdDev_Sentiment,TotalNegative,TotalPositive,StdDev_ContainWord
DISTRAINT 2,-1,19,17,0.146987500381897
DISTRAINT: Deluxe Edition,-25,22,11,0.13775267107737
DJ Hero,28,12,24,0.129935894155728
DJ Hero 2,4,13,14,0.136357670581487
DJ Max Fever,-4,3,1,7.92740035289418e-02
DJ Max Portable 3,2,2,4,8.40956254935284e-02
DJMax Respect,2,3,3,0.115580756020692
DJMax Respect V,6,9,11,0.218932810940737
DK: King of Swing,-2,6,5,0.13443972204557
DOA2: Hardcore,-1,4,4,0.12379018821474
"DON'T GIVE UP: A Cynical Tale",-13,17,13,0.254572040719808
DOOM,-17,38,33,0.180284133702913
DOOM (1993),-23,17,8,9.95660109207209e-02
DOOM 3,-15,25,20,0.176151272835018
DOOM 3 BFG Edition,-12,11,6,9.70840724669273e-02
DOOM 3: VR Edition,-5,10,10,0.180579922251782
DOOM 64,-52,41,22,0.160933178424598
DOOM Classic Complete,-7,10,6,0.178380351367725
DOOM Eternal,-44,47,22,0.156521600976523
DOOM Eternal: The Ancient Gods Part One,-9,14,12,0.113849975098182
DOOM Eternal: The Ancient Gods Part Two,-55,36,12,0.166849255543756
DOOM II,-15,16,12,0.118350665102356
DOOM II: Classic,-5,4,2,6.42180812535458e-02
DOOM VFR,-1,9,10,0.187003679430747
DOOM: Bloodfall,-6,8,8,0.181659951517639
DOOM: Hell Followed,1,11,12,0.203118716655567
DOOM: Unto The Evil,-5,17,15,0.176721874055113
DOOORS,-6,9,7,0.194204700475468
DRAMAtical Murder,-5,13,10,0.230307030634656
DRAW CHILLY,-21,22,12,0.175561166966938
DRIFT21,22,4,14,0.185749580965056
DRIV3R,4,13,19,0.101059121208263
DRiiFT Mania,0,2,2,5.60606905184937e-02
DT Carnage,-1,4,3,0.113870307137344
DT Racer,-5,3,1,9.08163817639055e-02
DUCATI: 90th Anniversary,-16,15,7,0.172693273312767
DYE,-2,5,5,0.142939157386553
Dad Beat Dads,-7,6,4,0.138729506175648
Dadish,10,2,6,0.128403714245096
Dadish 2,5,4,5,0.146993685864112
Daemon X Machina,-6,21,19,0.150071034956239
Daggerhood,-28,29,19,0.156855206348483
Dai Senryaku VII: Exceed,-7,5,1,9.07959869553548e-02
Dai Senryaku VII: Modern Military Tactics,1,4,5,0.129983537157721
Daiichi Dash,-6,4,2,0.101047286432693
Daisy Fuentes Pilates,4,3,5,0.118923983302215
Dakar 18,-14,20,13,0.171628082873764
Dakar 2,-2,7,6,0.102989315690248
Damage Inc.: Pacific Squadron WWII,-9,12,7,9.50451090533233e-02
Damaged In Transit,-3,6,5,0.147002084963369
Damascus Gear: Operation Osaka,2,7,7,0.163457761056319
Damascus Gear: Operation Tokyo,-2,9,9,0.145662134171079
Damascus Gear: Operation Tokyo - HD Edition,9,3,7,0.138711705650311
Damnation,1,9,9,0.133696081595695
Damsel,-8,19,16,0.150939452944893
Dan McFox: Head Hunter,0,5,6,0.134442017943071
Dance Central,1,2,2,6.42252891419922e-02
Dance Central 2,11,2,8,0.123715362630469
Dance Central 3,-8,7,5,0.145630345249702
Dance Central Spotlight,-2,2,1,4.85483930232866e-02
Dance Dance Revolution,-4,3,1,7.92740035289418e-02
Dance Dance Revolution Disney Mix,1,4,5,0.113870307137344
Dance Dance Revolution Extreme,1,3,3,0.106746136294301
Dance Dance Revolution Extreme 2,-3,4,3,9.91049631962976e-02
Dance Dance Revolution Hottest Party,-3,5,4,0.113864885709875
Dance Dance Revolution Konamix,-7,4,1,9.90738132958892e-02
Dance Dance Revolution SuperNOVA,4,5,8,0.137324584491782
Dance Dance Revolution SuperNOVA 2,10,2,8,0.115516645399496
Dance Dance Revolution Ultramix,-4,4,3,0.108560351665688
Dance Dance Revolution Ultramix 2,-1,2,2,7.14695786932763e-02
Dance Dance Revolution Ultramix 3,0,3,5,0.122193443854495
Dance Dance Revolution Ultramix 4,3,2,4,9.08299757588196e-02
Dance Dance Revolution Universe,2,2,4,8.40956254935284e-02
Dance Dance Revolution Universe 2,1,2,3,8.17288805281595e-02
Dance Dance Revolution Universe 3,-2,2,1,6.86622922458912e-02
Dance Dance Revolution X,2,2,4,8.40956254935284e-02
Dance Dance Revolution: Disney Channel Edition,-1,6,6,0.147006284333044
Dance Dance Revolution: Disney Grooves,-18,10,4,0.200071442598808
Dance Dance Revolution: Hottest Party 2,-6,5,2,7.41519593755947e-02
Dance Dance Revolution: Hottest Party 3,2,3,4,0.108568881031919
Dance Dance Revolution: Mario Mix,7,4,8,0.135867660857333
Dance Factory,-2,2,1,6.86622922458912e-02
Dance Paradise,4,2,4,0.108560351665688
Dance on Broadway,-5,7,4,0.152246027592542
"Dance! It's Your Stage",-19,16,9,0.119442167440533
DanceDanceRevolution,23,9,20,0.136804828932628
DanceMasters,4,4,6,0.142932679047279
DanceStar Party Hits,0,4,5,8.63953264120782e-02
Dancing with the Stars,2,9,12,0.146991845764593
Dandara,-16,21,16,0.161814415662589
Dandy Ace,2,3,5,0.101071720548981
Dandy Dungeon: Legend of Brave Yamada,13,16,23,0.186442262069856
Danganronpa 1-2 Reload,0,6,6,0.153543604578231
Danganronpa Another Episode: Ultra Despair Girls,-9,6,3,0.132925648580802
Danganronpa Trilogy,-10,9,7,0.177253354137398
Danganronpa V3: Killing Harmony,-1,14,13,0.246786503841279
Danger Girl,-5,6,6,0.152246027592542
Danger Mouse: The Danger Games,-10,5,1,0.118869466143534
Danger Scavenger,-17,13,8,0.132176709145524
Danger Zone,-1,16,19,0.187510127331298
Danger Zone 2,-21,15,7,0.147601390272037
Dangerous Driving,-4,9,9,9.57372892171744e-02
Dangerous Golf,-31,18,6,0.159065277293546
Dangerous Road,-15,10,3,0.154705660170696
Danmaku Unlimited 3,-2,6,5,0.125365366082513
Danny Phantom: The Ultimate Enemy,-10,8,3,0.145611268565697
Danny Phantom: Urban Jungle,-2,8,7,0.165844186712832
"Dante's Inferno",-13,19,15,0.135867030266511
"Dante's Inferno: Trials of St. Lucia",4,8,12,0.115569403984519
Dare To Fly,4,6,9,0.150954677272087
Dare Up Adrenaline,5,2,4,0.110348938740555
Daredevil,-5,4,2,7.54676253143835e-02
Darius Cozmic Collection: Arcade,-1,17,18,0.136837907565579
Darius Cozmic Collection: Console,8,9,15,0.129961866235648
Dariusburst: Chronicle Saviours,-8,6,3,0.122153020930226
Dark Angel:  Vampire Apocalypse,-5,5,3,0.106728785546688
Dark Arcana: The Carnival,-2,17,17,0.178383592409351
Dark Arena,1,2,3,8.17288805281595e-02
Dark Burial,-9,8,4,0.135849485341398
Dark Cloud,-4,9,9,0.102987068331917
Dark Cloud 2,7,4,7,0.132944223830701
Dark Devotion,-1,12,10,0.139449068640661
Dark Eclipse,-6,8,5,0.158561634125132
Dark Fall: Ghost Vigil,-4,7,5,0.145655776941831
Dark Grim Mariupolis,-13,11,5,0.141468055592712
Dark Messiah of Might and Magic: Elements,8,4,8,0.104868178015584
Dark Nights with Poe and Munro,7,25,30,0.1746668894991
Dark Quest 2,17,9,16,0.144935618774776
Dark Room,-18,14,6,0.187918744254513
Dark Rose Valkyrie,-20,10,1,0.145452198899435
Dark Sauce,-10,7,2,0.122130277155768
Dark Sector,3,9,13,0.114717618961076
Dark Sheep,7,4,7,0.132944223830701
Dark Souls,-2,9,9,0.118922034524441
Dark Souls II,-4,10,8,0.113857090291561
Dark Souls II: Crown of the Ivory King,0,9,8,0.113859800690664
Dark Souls II: Crown of the Old Iron King,-7,11,8,9.77644476339186e-02
Dark Souls II: Crown of the Sunken King,1,8,10,0.119745526367193
Dark Souls II: Scholar of the First Sin,10,9,16,0.128436162507092
Dark Souls III,-1,15,15,0.120559055793005
Dark Souls III: Ashes of Ariandel,3,13,15,0.165235397831231
Dark Souls III: The Fire Fades Edition,0,3,3,0.101074774398197
Dark Souls III: The Ringed City,-4,16,13,0.134423392494596
Dark Souls Remastered,-11,30,27,0.157620314891972
Dark Souls Trilogy,-4,4,2,9.70967872954104e-02
Dark Souls: Artorias of the Abyss,6,5,8,0.140145672420382
Dark Summit,2,15,17,0.133446510754356
Dark Void,-7,7,5,6.79342564293232e-02
Dark Void: Survivor Missions,-12,8,4,0.118899326168963
Dark Witch Music Episode: Rudymical,-13,8,3,0.152173023958802
DarkStar One: Broken Alliance,-7,6,4,0.113837774699667
Darkened Skye,0,2,2,7.92895764597528e-02
Darkest Dungeon,-36,33,18,0.176470540838764
Darkest Dungeon: Crimson Edition,3,6,8,0.147002084963369
Darkest Dungeon: The Crimson Court,4,7,9,0.168191250987057
Darkest Hunters,-5,6,3,0.102981450015889
Darkest of Days,0,5,6,0.112132394384201
Darkestville Castle,19,18,27,0.162212966577627
Darknet,6,10,11,0.200182490586599
Darksburg,-7,23,20,0.211155391371046
Darksiders,-6,6,2,7.14539218767141e-02
Darksiders Genesis,-27,46,35,0.157795006816706
Darksiders II,5,14,18,0.131965096950397
Darksiders II: Abyssal Forge,-10,9,5,0.106718302927643
"Darksiders II: Argul's Tomb",-3,5,4,0.113864885709875
Darksiders II: Deathinitive Edition,6,14,18,0.128444571513652
Darksiders III,-44,35,22,0.259799038331218
Darksiders III: Keepers of the Void,-18,24,18,0.165015972307923
Darksiders III: The Crucible,-6,6,2,0.115559389765584
Darksiders: Warmastered Edition,-5,27,30,0.125660494327527
Darkstalkers Chronicle: The Chaos Tower,0,4,4,0.128463796280561
Darkstalkers Resurrection,-8,9,6,0.112110370934242
Darkstone,-1,5,5,0.12379018821474
Darkwatch,-2,4,4,5.05295606041314e-02
Darkwood,-35,30,15,0.154729726177674
Dart Rage,0,3,4,0.128463796280561
Darts,-9,6,2,0.110309771699318
Darts Up,0,2,3,7.41686073637029e-02
Darts Up 3D,-4,5,4,0.122183339377189
Darwin Project,-26,31,26,0.164015464239676
Darwinia+,-2,5,5,0.115580756020692
Dash of Destruction,-1,3,3,9.08367719933833e-02
Dat Gaem,-1,7,7,0.169362153934906
Data East Arcade Classics,-2,3,2,8.86449594959785e-02
Date-A-Live: Rio Reincarnation,1,12,14,0.161630736294941
Datura,4,4,6,0.161030224050964
Dauntless,-7,24,25,0.157312102662529
Dave Mirra BMX Challenge,4,9,11,0.129968989710713
Dave Mirra Freestyle BMX,-3,9,9,0.127682939821689
Dave Mirra Freestyle BMX 2,-17,18,10,9.33727026556424e-02
Dave Mirra Freestyle BMX 3,4,3,6,0.108560351665688
Dave Mirra Freestyle BMX: Maximum Remix,1,2,3,8.17288805281595e-02
David Beckham Soccer,-5,4,2,6.42180812535458e-02
Davis Cup Tennis,-5,5,3,0.106728785546688
Dawn of Discovery,0,3,4,9.29752697541374e-02
Dawn of Fear,-7,4,2,0.113837774699667
Dawn of Man,1,5,6,0.129983537157721
Dawn of Mana,4,4,7,8.63917543645951e-02
Dawn of Survivors,-1,3,3,9.08367719933833e-02
Daxter,-3,3,2,8.17213268526399e-02
Day and Night,2,4,5,0.148335133896759
Day of the Tentacle Remastered,-7,14,14,0.152881301703445
DayD: Through time,-10,9,6,0.170473422275352
DayZ,3,15,18,0.176723620303592
Daydreamer: Awakened Edition,-2,2,1,6.86622922458912e-02
Daylight,-4,6,4,0.12535797955558
Daymare: 1998,-41,27,12,0.162143199693398
Days Gone,-2,25,30,0.179475716576014
Days of Heroes: D-Day,-19,18,9,0.221495372372441
Days of Thunder: Arcade,-4,3,1,5.60551854671211e-02
Daytona USA,-7,19,15,0.133933346286933
De Blob,10,8,14,0.131459302047822
De Mambo,2,4,6,0.13148453995354
De-formers,1,11,13,0.139449068640661
De: Yabatanien,0,4,6,0.14566425318584
DeLight,-9,9,6,0.186970665138508
Dead Age,-3,7,6,0.176181350847154
Dead Age 2,-15,11,6,0.173840956693231
Dead Ahead: Zombie Warfare,-13,9,4,0.162172894431683
Dead Alliance,-15,14,11,0.156666695737613
Dead Block,-9,13,10,0.160401243041579
Dead Cells,0,18,22,0.129207162409946
"Dead Cells - The Prisoner's Edition",-2,2,1,6.86622922458912e-02
Dead Cells: Fatal Falls,-20,25,17,0.144953650210157
Dead Cells: The Bad Seed,-33,27,13,0.134748035424879
Dead Dungeon,7,5,9,0.17391906313076
Dead Dust,-15,12,6,0.178304199215301
Dead Effect 2,2,12,13,0.127423206687608
Dead End Job,17,17,24,0.170097355169551
Dead Exit,-4,5,4,0.122183339377189
Dead Head Fred,-2,2,1,6.86622922458912e-02
Dead In Vinland: True Viking Edition,-11,8,4,0.157276019639165
Dead Island,-17,13,7,0.132176709145524
Dead Island: Bloodbath Arena,-8,5,2,0.108526227497305
Dead Island: Definitive Collection,6,9,13,0.141541399608958
Dead Island: Retro Revenge,-13,11,7,0.13942583012609
Dead Island: Riptide,-22,16,8,0.160964089212505
Dead Island: Riptide - Definitive Edition,8,3,7,0.131449322451917
Dead Island: Ryder White,-3,12,11,0.120558486994124
Dead Land,-2,4,3,0.122190917813504
"Dead Man's Hand",-5,6,5,0.129969288612895
Dead Nation,2,6,7,0.150960811355349
Dead Nation: Apocalypse Edition,5,4,7,0.129969288612895
Dead Nation: Road of Devastation,-4,7,4,0.134432834117803
Dead Rising,-25,24,14,0.150473118946615
Dead Rising 2,-50,40,20,0.163361801406023
Dead Rising 2: Case West,-6,5,3,0.115559389765584
Dead Rising 2: Case Zero,-4,5,3,0.112121383199966
Dead Rising 2: Off the Record,-9,24,29,0.147316180346124
Dead Rising 2: Off the Record - Cyborg Skills Pack,-1,3,3,7.54737588574841e-02
Dead Rising 3,-10,12,8,0.215290476505533
Dead Rising 3: Chaos Rising,-3,5,4,0.129978787816329
Dead Rising 3: Fallen Angel,3,6,7,0.119744237786741
Dead Rising 3: Operation Broken Eagle,-8,5,1,9.70586328159903e-02
Dead Rising 3: The Last Agent,-6,5,2,7.41519593755947e-02
Dead Rising 4,-5,7,5,0.146993685864112
Dead Rising 4: Frank Rising,-12,8,4,0.15601047858022
"Dead Rising 4: Frank's Big Package",-13,14,10,0.214351144412029
Dead Rising 4: Super Ultra Dead Rising 4 Mini Golf,-5,9,7,0.157323113850129
Dead Rising Triple Pack,-4,11,11,0.13874090619742
Dead Rising: Chop Till You Drop,-19,12,4,0.178245332086697
Dead Secret,-8,7,3,0.128425347015969
Dead Space,-20,22,20,0.18018497990418
Dead Space 2,-6,10,7,0.125349975663434
Dead Space 2: Severed,-17,14,6,0.122937307903186
Dead Space 3,-12,14,10,0.146973474441081
Dead Space 3: Awakened,-8,14,12,0.15352048347354
Dead Space Ignition,-4,10,10,0.128448776400351
Dead Space: Extraction,-9,13,12,0.150285587292572
Dead Star,3,7,10,0.164652954124269
Dead Synchronicity: Tomorrow Comes Today,-2,10,12,0.118918501907569
Dead Z Meat,-8,7,4,0.140130254491154
Dead by Daylight,3,12,17,0.133935906255783
Dead by Daylight: Chains of Hate,-21,13,5,0.190982144751206
Dead by Daylight: Shattered Bloodline,-7,4,1,9.90738132958892e-02
Dead by Daylight: Silent Hill,-5,9,6,0.162241398494011
Dead by Daylight: Special Edition,-19,12,5,0.206817221350736
Dead or Alive,-3,5,5,8.75227416882642e-02
Dead or Alive 3,-3,5,3,0.120569156219635
Dead or Alive 4,-7,9,7,0.12920619273101
Dead or Alive 5,0,16,18,0.192166365427385
Dead or Alive 5 Last Round,-25,21,11,0.138699968735673
Dead or Alive 5 Ultimate,-1,7,8,0.116418601733587
Dead or Alive 6,-15,23,18,0.168553972181409
Dead or Alive Dimensions,-1,12,14,0.216236433965407
Dead or Alive Paradise,-11,7,2,0.126851667579438
Dead or Alive Ultimate,-5,7,6,0.141546580496053
Dead or Alive Xtreme 2,-2,2,1,6.86622922458912e-02
Dead or Alive Xtreme 3: Fortune,0,8,9,0.17051868174821
Dead or Alive Xtreme Beach Volleyball,-2,4,3,0.108568881031919
Dead or School,6,13,17,0.170497861393677
Dead to Rights,-8,13,9,7.1063493729207e-02
Dead to Rights II,-10,12,8,0.135867944997816
Dead to Rights: Reckoning,7,5,9,0.159789589206889
Dead to Rights: Retribution,-10,9,5,0.123763069841206
DeadCore,-6,5,3,0.115559389765584
Deadbeat Heroes,7,4,7,0.141533496037634
Deadcore,-6,6,4,0.128442169985475
Deadfall Adventures,10,5,9,0.150911731707987
Deadfall Adventures: Heart of Atlantis,-9,6,4,0.141516048211199
Deadliest Catch: Alaskan Storm,0,3,3,0.101074774398197
Deadliest Catch: Sea of Chaos,-16,18,11,0.143820594531406
Deadliest Warrior: Ancient Combat,-25,15,6,0.126866410319509
Deadliest Warrior: Legends,-17,14,9,0.159146740444366
Deadliest Warrior: The Game,-18,12,4,0.12372815607339
Deadlight,0,4,5,0.125367828161445
"Deadlight: Director's Cut",-9,10,6,0.11034567510726
Deadlings,-8,6,3,0.13440527887685
Deadly Creatures,-11,8,4,0.146943281186842
Deadly Days,-6,6,4,0.142921881162602
Deadly Premonition,2,8,9,0.179497693488846
Deadly Premonition 2: A Blessing in Disguise,-26,17,9,0.225779144713553
Deadly Premonition Origins,-15,9,4,0.166922480131738
"Deadly Premonition: The Director's Cut",-9,6,2,0.106688289495426
Deadpool,-11,20,18,0.113157669878508
Deal or No Deal,-1,4,4,0.106746136294301
Dear Esther: Landmark Edition,-7,11,10,0.157936990351358
Death By Cube,-3,6,5,0.126919780433573
Death Come True,4,13,15,0.16582789793543
Death Coming,-7,6,4,0.123760263409787
Death Crimson OX,-6,6,3,0.140145672420382
Death Crown,-33,26,15,0.168510028248096
Death God University,-15,11,4,0.184797054382632
Death Jr.,-5,5,3,7.54676253143835e-02
Death Jr. II: Root of Evil,2,2,3,6.57358129448854e-02
Death Jr.: Root of Evil,5,4,6,9.60781641148435e-02
Death Lap,-5,9,8,0.197220549780256
Death Mark,-19,16,10,0.16279882665621
Death Ray Manta,3,5,6,0.159808904845935
Death Road to Canada,-13,20,17,0.158961650437871
Death Squared,11,21,30,0.174663356090493
Death Stranding,-14,30,27,0.200161758218064
Death Tank,-1,6,8,0.138756202681971
Death Track: Resurrection,3,2,4,6.42228866023943e-02
Death and Taxes,12,16,24,0.183792154748912
Death by Degrees,-22,11,2,0.112038090286372
Death end re;Quest,-2,13,12,0.146991845764593
Death end re;Quest 2,-15,13,11,0.214330983672299
"Death's Gambit",15,5,13,0.184797054382632
"Death's Hangover",-12,8,4,0.163391656082913
DeathSmiles II X,-19,13,7,0.208708451348131
DeathSpank,-12,13,8,0.169329573576078
DeathSpank: Thongs of Virtue,6,6,14,0.113853702201946
Deathrow,-1,4,5,0.132972081840243
Deathsmiles,-11,9,4,0.14149423540259
Deathstate,1,3,4,0.113870307137344
Deathstate : Abyssal Edition,-9,6,3,0.144265888269578
Deathtrap Dungeon Trilogy,-14,13,8,0.17042996187381
Deathtrap Dungeon: The Interactive Video Adventure,-11,12,8,0.199165720129144
Debris,4,3,4,0.137324584491782
Debris Infinity,-11,18,16,0.157928197307474
Deca Sports,2,2,3,8.86449594959785e-02
Deca Sports 2,-1,4,3,8.05107976077138e-02
Deca Sports 3,1,5,5,0.135894919573265
Deca Sports Extreme,-2,3,2,8.86449594959785e-02
Deca Sports Freedom,-6,5,2,0.122170707605325
Decay,-19,11,7,0.199072711790581
Decay of Logos,5,27,29,0.167880873076176
Decay: The Mare,-9,6,1,9.90488863221999e-02
Deception IV: Blood Ties,5,4,6,0.135881290898835
Deception IV: The Nightmare Princess,5,2,5,9.90925044111772e-02
Deck of Ashes,-2,5,4,0.122190917813504
"Dedede's Drum Dash Deluxe",10,3,7,0.145611268565697
Deemo,21,3,13,0.171468621215976
Deemo Reborn,9,4,9,0.100072741854273
Deep Black,-14,8,3,0.106700951063307
Deep Black: Episode 1,-6,9,5,0.16344265370528
Deep Diving Adventures,-13,14,8,0.195161130714566
Deep Fighter: The Tsunami Offense,3,2,4,9.08299757588196e-02
Deep Ones,-5,13,12,0.1476557405092
Deep Rock Galactic,-1,14,15,0.108102423329734
Deep Sky Derelicts: Definitive Edition,-9,23,20,0.156475768463445
Deep Space Rush,-8,17,13,0.129458143327457
"Deepak Chopra's Leela",0,5,5,0.131486887451598
Deeproot Manor,-4,5,3,0.134432834117803
Deer Captor,4,6,8,0.150954677272087
Deer Drive,-9,6,3,0.132925648580802
Deer Drive Legends,-6,6,5,0.125345667710064
Deer Hunter,-5,5,3,0.120558915605004
Deer Hunter: Reloaded,-6,8,5,0.120557314235987
Deer Hunting King,-6,7,6,0.137313345605099
Def Jam Rapstar,-1,17,17,0.139679138606686
Def Jam Vendetta,0,5,5,0.101064847101173
Def Jam: Fight for NY,-7,7,5,0.112985569712596
Def Jam: Fight for NY: The Takeover,-2,4,3,0.122190917813504
Def Jam: Icon,-5,10,8,0.126132730844043
Defective Holiday,-24,16,4,0.187815236263044
Defector,-8,7,4,0.13440527887685
Defend Your Castle,0,4,3,0.108571724005093
Defend your Crypt,-13,11,7,0.1336718429425
Defender,-20,22,16,9.23471916528954e-02
Defender of the Crown,-2,4,4,0.128461393538675
"Defender's Quest: Valley of the Forgotten DX Edition",-16,16,11,0.164611006774007
Defenders of Ardania,0,5,4,0.134442017943071
Defenders of Ekron,7,7,12,0.206933598989182
Defenders of Ekron: Definitive Edition,-5,11,10,0.124565708212571
Defenders of the Mystic Garden,-5,5,3,7.54676253143835e-02
"Defendin' DePenguin",-9,9,5,0.16698903577862
Defense Dome,-10,9,5,0.163412434813213
Defense Grid 2,0,4,5,0.108571724005093
Defense Grid: The Awakening,-4,4,3,9.29619894698597e-02
Defense Grid: You Monster,-6,4,1,8.86170990538679e-02
Deffactor,-4,3,1,5.60551854671211e-02
Defiance,-3,12,12,0.130723499711649
Defiance 2050,-7,15,10,0.152881301703445
Defoliation,-15,9,4,0.154705660170696
Defunct,-3,18,17,0.134910006755928
Degrees of Separation,-6,18,16,0.148315709404579
Deiland,-5,9,6,0.182742887515097
Deiland: Pocket Planet Edition,1,6,6,0.169362153934906
Deja Vu (Eric Freeman),3,4,7,0.144304394828022
Deleveled,-17,24,18,0.150492257993024
Delicious! Pretty Girls Mahjong Solitaire,4,7,9,0.165838603140811
Deliver Us The Moon,-16,21,18,0.16262161004784
Deliver Us The Moon: Fortuna,5,5,7,0.171655730614728
